gm_name,gm_alt_name,gm_synonyms,counts
Пирометры,ПИРОМЕТРЫ,"GBHJVTNHS,NTHVJLTNTRNJH,ЭЛЕКТРОИНСТРУМЕНТ,ЭЛЕКТРОИНСТРУМЕНТЫ,ПИРОМЕТРЫ,KTRNHJBYCNHEVTYN,KTRNHJBYCNHEVTYNS,ТЕРМОДЕТЕКТОР",1
Профили для плитки,ПРОФИЛИ ДЛЯ ПЛИТКИ,"ЗАКЛАДКА,ПЛАНКА,ПРОФИЛЬ,РАСКЛАДКА,УГОЛКИ ПОД ПЛИТКУ,УГОЛОК,ДЛЯ ПЛИТКИ",28
Решетка,РЕШЕТКА,,3
Ножки для ванны,НОЖКИ ДЛЯ ВАННЫ,"НОЖКИ ДЛЯ ПОДДОНА,НОЖКИ ДЛЯ ДУШЕВОГО ПОДДОНА,ОПОРЫ ДЛЯ ВАННЫ,НОЖКИ ДЛЯ ВАННЫ",2
штуцер,ШТУЦЕР,,2
Шнуры нейлоновые,ШНУР НЕЙЛОНОВЫЙ,"НИТЬ,ШНУРКА,НИТЬ КАПРОНОВАЯ",8
Латунные штуцеры,ЛАТУННЫЕ ШТУЦЕРЫ,"МУФТА ПЕРЕХОДНАЯ,ПЕРЕХОД НА РЕЗЬБУ,ЛАТУННЫЕ ПЕРЕХОДНИКИ",47
Аккумуляторные гайковерты,АККУМУЛЯТОРНЫЙ ГАЙКОВЕРТ,"ЭЛЕКТРОИНСТРУМЕНТЫ,KTRNHJBYCNHEVTYN,KTRNHJBYCNHEVTYNS,ЭЛЕКТРОИНСТРУМЕНТ,UFQRJDTHN,ГАЙКОВЕРТ",1
Уголок металлический,УГОЛОК МЕТАЛЛИЧЕСКИЙ,"УГОЛОК,УГОЛОК МЕТАЛИЧЕСКИЙ,УГОЛОК МЕТАЛЛИЧЕСКИЙ,УГОЛОК МЕТАЛЛ,МЕТАЛОПРОКАТ,VTNFKKJGHJRFN,МЕТАЛЛОПРОКАТ",3
Кнопки звонка,КНОПКА ЗВОНКА,,15
Вертикуттеры бензиновые,ВЕРТИКУТТЕРЫ БЕНЗИНОВЫЕ,АЭРАТОР,1
Душевые уголки и двери,ДУШЕВЫЕ УГОЛКИ И ДВЕРИ,"ДУШЕВЫЕ КАБИНЫ,ДУШЕВЫЕ ОГРАЖДЕНИЯ,ДУШЕВЫЕ ДВЕРИ",1087
Экструдированный пенополистирол (XPS),ЭКСТРУДИРОВАННЫЙ ПЕНОПОЛИСТИРОЛ XPS,"ПЕНОПЛАСТ,ЭКСТРУД,ЭКСТРУЗИОННЫЙ ПЕНОПОЛИСТИРОЛ,ТЕПЛОИЗОЛЯЦИОННАЯ ПЛИТА,ЭКСТРУЗИЯ,КАРБОН,ПЕНОПОЛИСТИРОЛ,ПЕНОПОЛИСТЕРОЛ",5
Датчики дыма,ДАТЧИК ДЫМА,,2
Межвенцовый утеплитель,МЕЖВЕНЦОВЫЙ УТЕПЛИТЕЛЬ,"ЛЬНОВАТИН,ПАКЛЯ,ДЖУТОВЫЙ УТЕПЛИТЕЛЬ,ДЖУТ,ВОЙЛОК,УТЕПЛИТЕЛЬ ДЛЯ БРУСА",1
Муфты для труб из PEX,МУФТЫ ДЛЯ ТРУБ ИЗ PEX,"МУФТА ПЕРЕХОДНАЯ,МУФТА РЕДУКЦИОННАЯ,МУФТЫ ДЛЯ ТРУБ ИЗ СШИТОГО ПОЛИЭТИЛЕНА,СОЕДИНИТЕЛЬНЫЙ ФИТИНГ",1
Фторопласт,ФТОРОПЛАСТ,,2
силикон,СИЛИКОН,,1
щетка тротуарная,ЩЕТКА ТРОТУАРНАЯ,,1
Анкер химический,АНКЕР ХИМИЧЕСКИЙ,"КЛЕЕВОЙ АНКЕР,ХИМИЧЕСКИЙ АНКЕР",10
Круг отрезной,КРУГ ОТРЕЗНОЙ,"КРУГ ПО МЕТАЛУ,ДИСК ОТРЕЗНОЙ,КРУГ ПО МЕТАЛЛУ,ДИСК,RHEU GJ VTNFKE,RHEU GJ VTNNFKRE",2
Аквапанель,АКВАПАНЕЛЬ,"ВЛАГОСТОЙКАЯ ПЛИТА,ЦЕМЕНТНАЯ ПЛИТА",6
Щиты распределительные,ЩИТ РАСПРЕДЕЛИТЕЛЬНЫЙ,"ЩИТОК,ЩИТ ЭЛЕКТРИЧЕСКИЙ,БОКС",44
Швеллер,ШВЕЛЛЕР,"ШВЕЛЕР,VTNFKKJGHJRFN,IDTKKTH,ШВЕЛЕР МЕТАЛЛ,IDTKTH,МЕТАЛЛОПРОКАТ,ШВЕЛЛЕР СТАЛЬ,МЕТАЛОПРОКАТ,ШВЕЛЛЕР ГОСТ",1
указатель напряжения,УКАЗАТЕЛЬ НАПРЯЖЕНИЯ,,1
Ртутные лампы,ЛАМПА РТУТНАЯ,,4
Паркетная доска,ПАРКЕТНАЯ ДОСКА,"ШТУЧНЫЙ ПАРКЕТ,ПАРКЕТ,ПАРКЕТНАЯ ДОСКА,ПОЛ",31
Наливные полы,НАЛИВНЫЕ ПОЛЫ,"ВЫРАВНИВАТЕЛЬ,НЕВЕЛИР,НИВЕЛИРУЮЩАЯ СМЕСЬ,РОВНИТЕЛЬ ПОЛА,НИВЕЛИР,САМОНИВЕЛИРУЮЩАЯ,СМЕСЬ ДЛЯ ПОЛА,СТЯЖКА",2
Фольга,ФОЛЬГА АЛЮМИНИЕВАЯ,ФОЛЬГА АЛЮМИНИЕВАЯ,6
Светодиодные деревья,СВЕТОДИОДНЫЕ ДЕРЕВЬЯ,"ГИРЛЯНДА ДЛЯ ДЕРЕВЬЕВ,СВЕТЯЩЕЕСЯ ДЕРЕВО,УЛИЧНАЯ ГИРЛЯНДА",26
Комплектующие для сэндвич-панелей,КОМПЛЕКТУЮЩИЕ ДЛЯ СЭНДВИЧ-ПАНЕЛЕЙ,,5
Предохранительный клапан,ПРЕДОХРАНИТЕЛЬНЫЙ КЛАПАН,,58
Щиты распределительные,ЩИТ РАСПРЕДЕЛИТЕЛЬНЫЙ,"ЩИТ ЭЛЕКТРИЧЕСКИЙ,ЩИТОК,БОКС",30
Порожки,ПОРОЖКИ,"ПОРОГ,ПРОФИЛЬ,ПОРОЖЕК,ПОРОГ-СТЫК,ПОРОГ-УГОЛ",24
Раскладки,РАСКЛАДКИ,"ДЕКОРАТИВНАЯ ВСТАВКА,РЕЕЧНЫЙ ПОТОЛОК,РАСКЛАДКА,ПРОСТАВКА",8
Мешки для мусора,МЕШКИ ДЛЯ МУСОРА,"МУСОРНЫЙ МЕШОК,МЕШЕК,МЕШОК,МЕШКИ",2
Полоса,ПОЛОСА,"VTNFKKJGHJRFN,МЕТАЛЛИЧЕСКАЯ ПОЛОСА,МЕТАЛЛОПРОКАТ,МЕТАЛОПРОКАТ,ПЕРЕМЫЧКА,МЕТАЛЛ ПОЛОСА,ПОЛОСА МЕТАЛЛ,ПОЛОСА",1
Мембраны,МЕМБРАНЫ,"КРОВЕЛЬНАЯ,ГИДРОИЗОЛЯЦИЯ,ПАРОИЗОЛЯЦИЯ,ПЛЕНКА,СТРОИТЕЛЬНАЯ,ВЕТРОЗАЩИТА",1
Кронштейн для дымохода,КРОНШТЕЙН ДЛЯ ДЫМОХОДА,,3
Панель стеновая,ПАНЕЛЬ СТЕНОВАЯ,"П-25,П25,ПАНЕЛЬ П-25,СТЕНОВАЯ ПАНЕЛЬ,ПЛАСТИКОВАЯ ПАНЕЛЬ",1
Потолки кассетные,ПОТОЛКИ КАССЕТНЫЕ,"ПАНЕЛИ АЛЮМИНИЕВЫЕ,КАСЕТА,КАСЕТНЫЙ ПОТОЛОК,КАСЕТЫ,КАССЕТА,КАССЕТНЫЙ ПОТОЛОК,КАССЕТЫ ПОТОЛОЧНЫЕ",1
Клапаны для водоснабжения,КЛАПАНЫ ДЛЯ ВОДОСНАБЖЕНИЯ,"КОМПРЕССОР КЛАПАН,КЛАПАН ОТОПЛЕНИЕ,ШАРОВОЙ КРАН",5
Потолки Грильято,ПОТОЛКИ ГРИЛЬЯТО,"ГРИЛЬЯТО,GJNJKRB UHBKMZNJ,UHBKMZNJ ПОТОЛКИ ГРИЛЬЯТО",7
Пропитка декоративно-защитная для дерева,ПРОПИТКА ДЕКОРАТИВНО-ЗАЩИТНАЯ ДЛЯ ДЕРЕВА,"ЛЕССИРУЮЩИЙ АНТИСЕПТИК,МОРИЛКА,ДЕРЕВОЗАЩИТА,ДВЗ",83
державка для коронок,ДЕРЖАВКА ДЛЯ КОРОНОК,,4
Термопреобразователь,ТЕРМОПРЕОБРАЗОВАТЕЛЬ,,11
Песок,ПЕСОК,"ПЕСОК,BROZEX,БРОЗЕКС",18
Кожух для конвектора,КОЖУХ ДЛЯ КОНВЕКТОРА,,9
Ключи комбинированные,КЛЮЧ КОМБИНИРОВАННЫЙ,,71
Декоративные штукатурки,ШТУКАТУРКА ДЕКОРАТИВНАЯ,"КОРОЕД,КАМЕШКОВАЯ,ДЕКОРАТИВКА,ШТУКАТУРКА ЗЕРНИСТАЯ,ШУБА,БАРАШЕК",1
Ограждения декоративные,ОГРАЖДЕНИЯ ДЕКОРАТИВНЫЕ,"ЗАБОРЧИК,ОГРЖДЕНИЕ ДЛЯ ГРЯДОК,БОРТИК ДЛЯ КЛУМБ,БОРДЮР",29
Сетка композитная,СЕТКА КОМПОЗИТНАЯ,"СЕТКА КЛАДОЧНАЯ,СЕТКА СТЕКЛОПЛАСТИКОВАЯ,СЕТКА АРМАТУРНАЯ",3
ножка регулируемая для пристенной перфорированной полки,НОЖКА РЕГУЛИРУЕМАЯ ДЛЯ ПРИСТЕННОЙ ПЕРФОРИРОВАННОЙ ПОЛКИ,,1
Панель стеновая,ПАНЕЛЬ СТЕНОВАЯ,"П-25,СТЕНОВАЯ ПАНЕЛЬ,ПЛАСТИКОВАЯ ПАНЕЛЬ,ПАНЕЛЬ П-25,П25",33
Сетка ЦПВС,СЕТКА ЦПВС,"ПРОСЕЧНО-ВЫТЯЖНАЯ СЕТКА,ПРОСЕЧНО ВЫТЯЖНАЯ",26
Детекторы цифровые,ДЕТЕКТОРЫ ЦИФРОВЫЕ,"KTRNHJBYCNHEVTYNS,KTRNHJBYCNHEVTYN,ЭЛЕКТРОИНСТРУМЕНТЫ,ЭЛЕКТРОИНСТРУМЕНТ,ЦИФРОВО РАДАР,МЕТАЛОИСКАТЕЛЬ,WBAHJDJQ HFLFH",4
Детекторы утечки газа,ДЕТЕКТОР УТЕЧКИ ГАЗА,,1
Плиточные клеи,КЛЕЙ ПЛИТОЧНЫЙ,"RKTQ LKZ GKBNRB,КЛЕЙ ДЛЯ ПЛИТКИ,ПЛИТКА КЛЕЙ,RKTQ GKBNJXYSQ",82
Доска сухая,ДОСКА СУХАЯ,"ДОСКА СУХАЯ,ППИЛОМАТЕРИАЛ,ПИЛОМАТЕРИАЛЫ,ПИЛОМАТЕРИАЛ ОБРЕЗНОЙ,ПИЛОМАТЕРИАЛ,ДЕРЕВО И ПИЛОМАТЕРИАЛЫ,LJCRF",12
Переходники для ПНД труб,ПЕРЕХОДНИКИ ДЛЯ ПНД ТРУБ,"КОМБИНИРОВАННАЯ МУФТА,КОМПРЕССИОННАЯ МУФТА,МУФТА ПЕРЕХОДНАЯ,ПЕРЕХОД НА РЕЗЬБУ,ПОЛИПРОПИЛЕНОВАЯ МУФТА",7
Изливы,ИЗЛИВЫ,ГУСАК,39
Сетка тканая,СЕТКА ТКАНАЯ,,22
Ванны,ВАННЫ,"СТАЛЬНЫЕ ВАННЫ,ЧУГУННЫЕ ВАННЫ,АКРИЛ,ВАННА АКРИЛОВАЯ,ВАННА,АКРИЛОВЫЕ ВАННЫ",4
Шкаф коллекторный,ШКАФ КОЛЛЕКТОРНЫЙ,,23
ручка москитной сетки,РУЧКА МОСКИТНОЙ СЕТКИ,,1
Мультиметры,МУЛЬТИМЕТРЫ,"ЭЛЕКТРОИНСТРУМЕНТЫ,KTRNHJBYCNHEVTYN,ТЕСТЕРЫ,ТЕСТЕР,ЭЛЕКТРОИНСТРУМЕНТ,МУЛЬТИМЕТРЫ,МУЛЬТИМЕТР,VEKMNBVTNHS,VEKMNBVTNH,NTCNTH",2
Трубы гофрированные для кабеля,ТРУБА ГОФРИРОВАННАЯ ДЛЯ КАБЕЛЯ,ГОФРА,144
Хвостовик для буровой коронки,ХВОСТОВИК ДЛЯ БУРОВОЙ КОРОНКИ,,17
Ножки для ванны,НОЖКИ ДЛЯ ВАННЫ,"ОПОРЫ ДЛЯ ВАННЫ,НОЖКИ ДЛЯ ВАННЫ,НОЖКИ ДЛЯ ДУШЕВОГО ПОДДОНА,НОЖКИ ДЛЯ ПОДДОНА",2
Доска профильная,ДОСКА ПРОФИЛЬНАЯ,"ДОСКА,ПИЛОМАТЕРИАЛ ОБРЕЗНОЙ,ПИЛОМАТЕРИАЛЫ,ППИЛОМАТЕРИАЛЫ,ПИЛОМАТЕРИАЛ,ДЕРЕВО И ПИЛОМАТЕРИАЛЫ",4
Зеркала для ванной,ЗЕРКАЛА ДЛЯ ВАННОЙ,"ЗЕРКАЛЬНЫЙ ШКАФ,ЗЕРКАЛЬНЫЕ ШКАФЫ ДЛЯ ВАННОЙ,ЗЕРКАЛА ДЛЯ ВАННОЙ,ЗЕРКАЛА,ШКАФ ЗЕРКАЛЬНЫЙ",70
Муфта для дюралайта,МУФТА ДЛЯ ДЮРАЛАЙТА,КОННЕКТОР ДЛЯ ДЮРАЛАЙТА,3
Клей для стыков линолеума,КЛЕЙ ДЛЯ СТЫКОВ ЛИНОЛЕУМА,"НАПОЛЬНЫХ ПОКРЫТИЙ,ХОЛОДНАЯ СВАРКА,РЕАКЦИОННЫЙ КЛЕЙ",2
Брус обрезной,БРУС ОБРЕЗНОЙ,"ДЕРЕВО И ПИЛОМАТЕРИАЛЫ,ПИЛОМАТЕРИАЛ,ПИЛОМАТЕРИАЛ ОБРЕЗНОЙ,ПИЛОМАТЕРИАЛЫ,ППИЛОМАТЕРИАЛ,БРУС ОБРЕЗНОЙ,,HEC,БРУС",2
Шлифовщики с ручкой,ШЛИФОВЩИК С РУЧКОЙ,"БРУСОК ДЛЯ ШЛИФОВАНИЯ,ШЛИФОВЩИК С РУЧКОЙ,ШЛИФОВЩИК",8
Влаговпитывающие коврики,КОВРИКИ ВЛАГОВПИТЫВАЮЩИЕ,"ВЛАГОВПИТЫВАЮЩИЙ,КОВРИК,ГРЯЗЕЗАЩИТНЫЕ КОВРИКИ,ПРИДВЕРНЫЙ",13
Смесители для ванны,СМЕСИТЕЛИ ДЛЯ ВАННЫ,"КРАН,СМЕСИТЕЛЬ В ВАННУ,СМЕСИТЕЛЬ НА ВАННУ,СМЕСИТЕЛЬ ДЛЯ ВАННЫ",2
Крепеж для дверных ручек,КРЕПЕЖ ДЛЯ ДВЕРНЫХ РУЧЕК,,1
Порожки,ПОРОЖКИ,"ПОРОГ,ПОРОЖЕК,ПОРОГ-СТЫК,ПРОФИЛЬ,ПОРОГ-УГОЛ",9
Брус обрезной,БРУС ОБРЕЗНОЙ,"БРУС,ППИЛОМАТЕРИАЛ,ПИЛОМАТЕРИАЛЫ,ПИЛОМАТЕРИАЛ ОБРЕЗНОЙ,ПИЛОМАТЕРИАЛ,ДЕРЕВО И ПИЛОМАТЕРИАЛЫ,БРУС ОБРЕЗНОЙ,,HEC",11
Термостат для водонагревателя,ТЕРМОСТАТ ДЛЯ ВОДОНАГРЕВАТЕЛЯ,,16
Источники бесперебойного питания,ИСТОЧНИК БЕСПЕРБОЙНОГО ПИТАНИЯ,"БЕСПЕРЕБОЙНИКИ,ИБП",14
настенный ершик,НАСТЕННЫЙ ЕРШИК,,4
Дрели-шуруповерты,ДРЕЛЬ-ШУРУПОВЕРТ,"ЭЛЕКТРОИНСТРУМЕНТЫ,KTRNHJBYCNHEVTYN,KTRNHJBYCNHEVTYNS,ЭЛЕКТРОИНСТРУМЕНТ,ШУРОПОВЕРТ",1
Стальные тройники,СТАЛЬНЫЕ ТРОЙНИКИ,,60
Электрод сварочный,ЭЛЕКТРОД СВАРОЧНЫЙ,"ЭЛЕКТРОДЫ,ЭЛЕКТРОДЬ,ОК-46,KTRNHJLS,ЕЛЕКРОДЫ,ЭЛЕКРОДЬ,ЭЛЕКТРОД",1
Набор ключей накидных,НАБОР КЛЮЧЕЙ НАКИДНЫХ,,3
леска,ЛЕСКА,,12
Брусок сухой,БРУСОК СУХОЙ,"БРУС,БРУСОК,ПИЛОМАТЕРИАЛ,ПИЛОМАТЕРИАЛЫ,РЕЙКА,ДЕРЕВО И ПИЛОМАТЕРИАЛЫ,ПИЛОМАТЕРИАЛ ОБРЕЗНОЙ,ППИЛОМАТЕРИАЛЫ,ПИЛОМАТЕРИАЛЫ БРУС",1
гель для бритья,ГЕЛЬ ДЛЯ БРИТЬЯ,,1
Конус дымохода,КОНУС ДЫМОХОДА,,5
Ножовки,НОЖОВКИ,"НОЖОВКИ ПО МЕТАЛЛУ,YJ*DRB,НОЖОВКИ ПО ДЕРЕВУ,НАЖОВКИ",3
Пигменты для бетона,ПИГМЕНТЫ ДЛЯ БЕТОНА,ПИГМЕНТ,17
Таль,ТАЛЬ,,5
Станки камнерезные,СТАНКИ КАМНЕРЕЗНЫЕ,,19
Устройства защитного отключения (УЗО),УСТРОЙСТВО ЗАЩИТНОГО ОТКЛЮЧЕНИЯ УЗО,"УЗО,ВД,ВЫКЛЮЧАТЕЛЬ ДИФФЕРЕНЦИАЛЬНОГО ТОКА",2
Погонажные и крепежные изделия,ПОГОНАЖНЫЕ И КРЕПЕЖНЫЕ ИЗДЕЛИЯ,"ПОГОНАЖ,ДЕРЕВО И ПИЛОМАТЕРИАЛЫ,ПИЛОМАТЕРИАЛ,ПИЛОМАТЕРИАЛ ОБРЕЗНОЙ,ПИЛОМАТЕРИАЛЫ,ПОГОНАЖНЫЕ,ППИЛОМАТЕРИАЛЫ",41
Нивелиры лазерные,НИВЕЛИРЫ ЛАЗЕРНЫЕ,"ЛАЗЕРНЫЙ УКЛОНОМЕР,KTRNHJBYCNHEVTYNS,KTRNHJBYCNHEVTYN,KFPTHYSQ EHJDTYM,ЛАЗЕРНЫЙ УРОВЕНЬ,ЭЛЕКТРОИНСТРУМЕНТ,ЭЛЕКТРОИНСТРУМЕНТЫ",3
Декоративное покрытие,ДЕКОРАТИВНОЕ ПОКРЫТИЕ,"ФАКТУРНАЯ КРАСКА,ВЕНЕЦИАНСКАЯ ШТУКАТУРКА,ДЕКОРАТИВНАЯ КРАСКА",1
Комбинезон рабочий,КОМБИНЕЗОН РАБОЧИЙ,,4
Дюбель-гвоздь,ДЮБЕЛЬ-ГВОЗДЬ,"ЛЮБЕЛЬ-ГВОЗДЬ,OMAX,ДЮПЕЛЬ",91
Порожки,ПОРОЖКИ,"ПОРОЖЕК,ПОРОГ-СТЫК,ПОРОГ,ПРОФИЛЬ,ПОРОГ-УГОЛ",5
Межкомнатные двери,МЕЖКОМНАТНЫЕ ДВЕРИ,"ПОЛОТНО ДВЕРНОЕ,СБОР ДВЕРИ,КОМПЛЕКТ ДВЕРИ,БЛОК ДВЕРНОЙ",75
Краска,КРАСКА,"КРАСКА ВД,ВОДОЭМУЛЬСИОННАЯ,ВОДОЭМУЛЬСИОНКА,АКРИЛОВАЯ КРАСКА,КРАСКА ВОДНОДИСПЕРСИОННАЯ",4
Пробка в ванну,ПРОБКА В ВАННУ,,1
Краска,КРАСКА,"КРАСКА ВОДНОДИСПЕРСИОННАЯ,ВОДОЭМУЛЬСИОНКА,ВОДОЭМУЛЬСИОННАЯ,КРАСКА ВД,АКРИЛОВАЯ КРАСКА",17
Пылесосы строительные,ПЫЛЕСОСЫ СТРОИТЕЛЬНЫЕ,"ПЫЛЕСОСЫ,KTRNHJBYCNHEVTYNS,KTRNHJBYCNHEVTYN,ЭЛЕКТРОИНСТРУМЕНТ,ПЫЛЕСОС,ЭЛЕКТРОИНСТРУМЕНТЫ,GSKTCJCS,GSKTCJC",5
Цокольный сайдинг,ЦОКОЛЬНЫЙ САЙДИНГ,"ФАСАДНЫЕ ПАНЕЛИ,ПАНЕЛЬ ЦОКОЛЬНАЯ,ФАСАДНАЯ ПАНЕЛЬ,ДЛЯ ЦОКОЛЯ",7
Мембраны,МЕМБРАНЫ,"СТРОИТЕЛЬНАЯ,ПЛЕНКА,ВЕТРОЗАЩИТА,ПАРОИЗОЛЯЦИЯ,ГИДРОИЗОЛЯЦИЯ,КРОВЕЛЬНАЯ",3
Коронка,КОРОНКА,"КОРОНКА,КОРОНКА ПО ПЛИТКЕ,КОРОНКА ПО МЕТАЛЛУ,КОРОНКА ПО КИРПИЧУ,КОРОНКА ПО КАФЕЛЮ И СТЕКЛУ,КОРОНКА ПО БЕТОНУ, КОРОНКА ПО КАМНЮ",33
Латунные сгоны,ЛАТУННЫЕ СГОНЫ,"АМЕРИКАНКА,БОЧОНОК",5
Пена монтажная,ПЕНА МОНТАЖНАЯ,"БАЛЛОН ПЕНЫ,МОНТА,МОНТАЖ,МОНТАЖКА,VJYNF,МОНТАЖНАЯПЕНА,ПЕНА,ПЕНА МОНТ,ПЕНА МОНЬАЖНАЯ,ПЕНА МАНТАЖНАЯ,PENA MONTAJNAY,GTYF",6
"Клейкие ленты, скотч","КЛЕЙКАЯ ЛЕНТА, СКОТЧ","ЛЕНТА ХОЗЯЙСТВЕННАЯ,СКОТЧ",60
плавкая вставка,ПЛАВКАЯ ВСТАВКА,,2
Электрические дрели,ЭЛЕКТРИЧЕСКАЯ ДРЕЛЬ,"ЭЛЕКТРОИНСТРУМЕНТЫ,ЭЛЕКТРОИНСТРУМЕНТ,KTRNHJBYCNHEVTYN,KTRNHJBYCNHEVTYNS",10
Душевые гарнитуры,ДУШЕВЫЕ ГАРНИТУРЫ,"ДУШЕВЫЕ СИСТЕМЫ,ДУШЕВОЙ УГОЛОК,ДУШЕВЫЕ КОМПЛЕКТЫ,ДУШЕВЫЕ ГАРНИТУРЫ",21
Экраны для ванны,ЭКРАНЫ ДЛЯ ВАННЫ,"ЭКРАНЫ ДЛЯ ВАННЫ,RHFYS LKZ LEITDJUJ GJLLJYF,RHFYS LKZ DFYYS,ЭКРАНЫ ДЛЯ ДУШЕВОГО ПОДДОНА",1
Блоки питания,БЛОК ПИТАНИЯ,,59
Лобзики,ЭЛЕКТРИЧЕСКИЙ ЛОБЗИК,"ЭЛЕКТРОЛОБЗИК,ЭЛЕКТРОИНСТРУМЕНТЫ,KTRNHJKJ,PBR,KTRNHJBYCNHEVTYN,KTRNHJBYCNHEVTYNS,ЭЛЕКТРОИНСТРУМЕНТ",2
Подступенок,ПОДСТУПЕНОК,,2
Щетинистые покрытия,ЩЕТИНИСТЫЕ ПОКРЫТИЯ,"ГРЯЗЕЗАЩИТНЫЙ КОВРИК,ГРЯЗЕЗАЩИТА,КОВРИК,КОВРИК ПРИДВЕРНЫЙ",26
Клапаны для вентиляции,КЛАПАНЫ ДЛЯ ВЕНТИЛЯЦИИ,,12
Заклепка вытяжная,ЗАКЛЕПКА ВЫТЯЖНАЯ,"ЗАКЛЕПКА,BRАLO A2-3,2*6*6,2",188
Фиброцементная панель,ФИБРОЦЕМЕНТНАЯ ПАНЕЛЬ,"ФИБРОЦЕМЕНТНАЯ ПЛИТА,ФЦП,ЦЕМЕНТНАЯ ПАНЕЛЬ,ФИБРОЦЕМЕНТНАЯ ПАНЕЛЬ,ОГНЕСТОЙКАЯ ПАНЕЛЬ",1
Строительные сетки,СТРОИТЕЛЬНЫЕ СЕТКИ,"СЕТКА ШТУКАТУРНАЯ,СТЕКЛОСЕТКА,СЕТКА СТЕКЛОТКАНЕВАЯ,СЕТКА СТЕКЛЯННАЯ,СЕТКА ФАСАДНАЯ,СЕТКА МАЛЯРНАЯ",1
"Тройники, переходники","ТРОЙНИКИ, ПЕРЕХОДНИКИ","РАЗВЕТВИТЕЛЬ,ПЕРЕХОДНИК,СЕТЕВОЙ ПЕРЕХОДНИК,ТРОЙНИК,ТРОЙНИК УДЛИНИТЕЛЬ,ТРОЙНИК ЭЛЕКТРИЧЕСКИЙ",1
Кладочные и монтажные смеси,КЛАДОЧНЫЕ И МОНТАЖНЫЕ СМЕСИ,"МОНТАЖНАЯ СМЕСЬ,МОНТАЖНЫЙ СОСТАВ,БЛОЧНЫЙ КЛЕЙ,КЛЕЙ ДЛЯ БЛОКОВ,КЛАДОЧНЫЙ СОСТАВ,КЛАДОЧНЫЙ РАСТВОР,КЛАДОЧНАЯ СМЕСЬ,ГИПСОБЕТОН",1
Декоративные штукатурки,ШТУКАТУРКА ДЕКОРАТИВНАЯ,"БАРАШЕК,ШУБА,ДЕКОРАТИВКА,КАМЕШКОВАЯ,КОРОЕД,ШТУКАТУРКА ЗЕРНИСТАЯ",4
Набор ключей рожковых,НАБОР КЛЮЧЕЙ РОЖКОВЫХ,,9
кожух пвх гофрированный,КОЖУХ ПВХ ГОФРИРОВАННЫЙ,"ПЕШЕЛЬ,ГОФРОТРУБА,ГОФРА,ТРУБА ПВХ",1
Панели потолочные,ПАНЕЛИ ПОТОЛОЧНЫЕ,"ШАШКИ,ПОТОЛОК,ПАНЕЛЬ ДЛЯ ПОТОЛКА,ПОДВЕСНОЙ ПОТОЛОК,ПАНЕЛЬ ПВХ,ПЕЧЕНЮШКА",1
Системы выравнивания плитки,СИСТЕМЫ ВЫРАВНИВАНИЯ ПЛИТКИ,"ЗАЖИМЫ ДЛЯ ПЛИТКИ,СВП,КЛИНЬЯ ДЛЯ ПЛИТКИ",5
Полипропиленовое обводное колено,ПОЛИПРОПИЛЕНОВОЕ ОБВОДНОЕ КОЛЕНО,"РАСТРУБНОЕ ПП КОЛЕНО,ОБВОД,ПП КОЛЕНО",8
Плитка тактильная,ПЛИТКА ТАКТИЛЬНАЯ,,18
Электрические дисковые пилы,ЭЛЕКТРИЧЕСКАЯ ДИСКОВАЯ ПИЛА,"ЦИРКУЛЯРКА,ЦИРКУЛЯРНАЯ,ЭЛЕКТРОИНСТРУМЕНТЫ,ЭЛЕКТРОИНСТУРМЕНТ,KTRNHJBYCNHEVTYNS,KTRNHJBYCNHEVTYN,ДИСКОВАЯ ПИЛА",1
Фиброцементная панель,ФИБРОЦЕМЕНТНАЯ ПАНЕЛЬ,"ФИБРОЦЕМЕНТНАЯ ПАНЕЛЬ,ОГНЕСТОЙКАЯ ПАНЕЛЬ,ФИБРОЦЕМЕНТНАЯ ПЛИТА,ФЦП,ЦЕМЕНТНАЯ ПАНЕЛЬ",1
Кабели коаксиальные,КАБЕЛЬ КОАКСИАЛЬНЫЙ ТВ,"ТВ-КАБЕЛЬ,КАБЕЛЬ ТЕЛЕВИЗИОННЫЙ,КАБЕЛЬ ТВ,КАБЕЛЬ АНТЕННЫЙ",1
Панель стеновая,ПАНЕЛЬ СТЕНОВАЯ,"П25,П-25,ПАНЕЛЬ П-25,СТЕНОВАЯ ПАНЕЛЬ,ПЛАСТИКОВАЯ ПАНЕЛЬ",5
Перфораторы,ЭЛЕКТРИЧЕСКИЙ ПЕРФОРАТОР,"KTRNHJBYCNHEVTYN,KTRNHJBYCNHEVTYNS,ПЕРФОРАТОР,ЭЛЕКТРОИНСТРУМЕНТ,ЭЛЕКТРОИНСТРУМЕНТЫ",1
Спираль смесительная для штукатурной станции,СПИРАЛЬ СМЕСИТЕЛЬНАЯ ДЛЯ ШТУКАТУРНОЙ СТАНЦИИ,,8
Профили для плитки,ПРОФИЛИ ДЛЯ ПЛИТКИ,"ЗАКЛАДКА,ПЛАНКА,ПРОФИЛЬ,РАСКЛАДКА,УГОЛОК,УГОЛКИ ПОД ПЛИТКУ,ДЛЯ ПЛИТКИ",3
